file_name	category_id
train_0.jpg	43
train_1.jpg	5
train_2.jpg	39
train_3.jpg	12
train_4.jpg	42
train_5.jpg	14
train_6.jpg	48
train_7.jpg	13
train_8.jpg	27
train_9.jpg	24
train_10.jpg	23
train_11.jpg	53
train_12.jpg	25
train_13.jpg	15
train_14.jpg	6
train_15.jpg	28
train_16.jpg	0
train_17.jpg	39
train_18.jpg	39
train_19.jpg	28
train_20.jpg	3
train_21.jpg	17
train_22.jpg	12
train_23.jpg	25
train_24.jpg	8
train_25.jpg	31
train_26.jpg	17
train_27.jpg	37
train_28.jpg	43
train_29.jpg	38
train_30.jpg	0
train_31.jpg	25
train_32.jpg	34
train_33.jpg	13
train_34.jpg	40
train_35.jpg	27
train_36.jpg	38
train_37.jpg	8
train_38.jpg	47
train_39.jpg	53
train_40.jpg	45
train_41.jpg	7
train_42.jpg	0
train_43.jpg	24
train_44.jpg	29
train_45.jpg	24
train_46.jpg	19
train_47.jpg	51
train_48.jpg	28
train_49.jpg	33
train_50.jpg	33
train_51.jpg	2
train_52.jpg	22
train_53.jpg	33
train_54.jpg	12
train_55.jpg	6
train_56.jpg	24
train_57.jpg	30
train_58.jpg	22
train_59.jpg	46
train_60.jpg	46
train_61.jpg	26
train_62.jpg	48
train_63.jpg	33
train_64.jpg	23
train_65.jpg	22
train_66.jpg	36
train_67.jpg	32
train_68.jpg	31
train_69.jpg	0
train_70.jpg	53
train_71.jpg	27
train_72.jpg	53
train_73.jpg	6
train_74.jpg	28
train_75.jpg	22
train_76.jpg	2
train_77.jpg	37
train_78.jpg	23
train_79.jpg	44
train_80.jpg	17
train_81.jpg	36
train_82.jpg	28
train_83.jpg	2
train_84.jpg	35
train_85.jpg	19
train_86.jpg	2
train_87.jpg	34
train_88.jpg	4
train_89.jpg	37
train_90.jpg	31
train_91.jpg	10
train_92.jpg	18
train_93.jpg	27
train_94.jpg	42
train_95.jpg	13
train_96.jpg	11
train_97.jpg	36
train_98.jpg	36
train_99.jpg	10
train_100.jpg	15
train_101.jpg	25
train_102.jpg	10
train_103.jpg	18
train_104.jpg	53
train_105.jpg	33
train_106.jpg	16
train_107.jpg	4
train_108.jpg	6
train_109.jpg	42
train_110.jpg	46
train_111.jpg	52
train_112.jpg	50
train_113.jpg	46
train_114.jpg	50
train_115.jpg	1
train_116.jpg	2
train_117.jpg	47
train_118.jpg	41
train_119.jpg	31
train_120.jpg	39
train_121.jpg	10
train_122.jpg	44
train_123.jpg	32
train_124.jpg	44
train_125.jpg	32
train_126.jpg	51
train_127.jpg	38
train_128.jpg	6
train_129.jpg	42
train_130.jpg	42
train_131.jpg	28
train_132.jpg	26
train_133.jpg	24
train_134.jpg	5
train_135.jpg	46
train_136.jpg	19
train_137.jpg	10
train_138.jpg	36
train_139.jpg	19
train_140.jpg	34
train_141.jpg	51
train_142.jpg	44
train_143.jpg	49
train_144.jpg	50
train_145.jpg	25
train_146.jpg	38
train_147.jpg	18
train_148.jpg	11
train_149.jpg	46
train_150.jpg	40
train_151.jpg	6
train_152.jpg	20
train_153.jpg	1
train_154.jpg	31
train_155.jpg	21
train_156.jpg	43
train_157.jpg	35
train_158.jpg	53
train_159.jpg	23
train_160.jpg	41
train_161.jpg	53
train_162.jpg	43
train_163.jpg	34
train_164.jpg	3
train_165.jpg	10
train_166.jpg	38
train_167.jpg	2
train_168.jpg	29
train_169.jpg	16
train_170.jpg	44
train_171.jpg	6
train_172.jpg	39
train_173.jpg	18
train_174.jpg	6
train_175.jpg	38
train_176.jpg	15
train_177.jpg	23
train_178.jpg	45
train_179.jpg	24
train_180.jpg	32
train_181.jpg	22
train_182.jpg	5
train_183.jpg	12
train_184.jpg	39
train_185.jpg	20
train_186.jpg	16
train_187.jpg	20
train_188.jpg	10
train_189.jpg	46
train_190.jpg	4
train_191.jpg	34
train_192.jpg	32
train_193.jpg	38
train_194.jpg	16
train_195.jpg	33
train_196.jpg	14
train_197.jpg	51
train_198.jpg	41
train_199.jpg	41
train_200.jpg	31
train_201.jpg	14
train_202.jpeg	14
train_203.jpg	29
train_204.jpg	39
train_205.jpg	24
train_206.jpg	10
train_207.jpg	16
train_208.jpg	47
train_209.jpg	30
train_210.jpg	26
train_211.jpg	14
train_212.jpg	52
train_213.jpg	12
train_214.jpg	51
train_215.jpg	46
train_216.jpg	32
train_217.jpg	16
train_218.jpg	14
train_219.jpg	48
train_220.jpg	31
train_221.jpg	13
train_222.jpg	9
train_223.jpg	53
train_224.jpg	12
train_225.jpg	32
train_226.jpg	2
train_227.jpg	13
train_228.jpg	13
train_229.jpg	9
train_230.jpg	43
train_231.jpg	4
train_232.jpg	52
train_233.jpg	4
train_234.jpg	44
train_235.jpg	30
train_236.jpg	44
train_237.jpg	8
train_238.jpg	46
train_239.jpg	1
train_240.jpg	34
train_241.jpg	5
train_242.jpg	36
train_243.jpg	46
train_244.jpg	31
train_245.jpg	31
train_246.jpg	16
train_247.jpg	6
train_248.jpg	0
train_249.jpg	23
train_250.jpg	3
train_251.jpg	25
train_252.jpg	0
train_253.jpg	32
train_254.jpg	12
train_255.jpg	33
train_256.jpg	51
train_257.jpg	23
train_258.jpg	2
train_259.jpg	48
train_260.jpg	41
train_261.jpg	50
train_262.jpg	2
train_263.jpg	49
train_264.jpg	46
train_265.jpg	13
train_266.jpg	15
train_267.jpg	9
train_268.jpg	21
train_269.jpg	15
train_270.jpg	16
train_271.jpg	53
train_272.jpg	45
train_273.jpg	32
train_274.jpg	52
train_275.jpg	35
train_276.jpg	29
train_277.jpg	17
train_278.jpg	25
train_279.jpg	13
train_280.jpg	53
train_281.jpg	39
train_282.jpg	4
train_283.jpg	25
train_284.jpg	10
train_285.jpg	7
train_286.jpg	4
train_287.jpg	4
train_288.jpg	19
train_289.jpg	10
train_290.jpg	35
train_291.jpg	7
train_292.jpg	15
train_293.jpg	24
train_294.jpg	46
train_295.jpg	47
train_296.jpg	45
train_297.jpg	5
train_298.jpg	19
train_299.jpg	6
train_300.jpg	39
train_301.jpg	2
train_302.jpg	54
train_303.jpg	24
train_304.jpg	28
train_305.jpg	17
train_306.jpg	28
train_307.jpg	8
train_308.jpg	34
train_309.jpg	0
train_310.jpg	13
train_311.jpg	46
train_312.jpg	29
train_313.jpg	3
train_314.jpg	7
train_315.jpg	50
train_316.jpg	30
train_317.jpg	5
train_318.jpg	4
train_319.jpg	33
train_320.jpg	7
train_321.jpg	51
train_322.jpg	11
train_323.jpg	7
train_324.jpg	37
train_325.jpg	9
train_326.jpg	36
train_327.jpg	29
train_328.jpg	46
train_329.jpg	28
train_330.jpg	0
train_331.jpg	20
train_332.jpg	18
train_333.jpg	51
train_334.jpg	36
train_335.jpg	14
train_336.jpg	21
train_337.jpg	27
train_338.jpg	21
train_339.jpg	40
train_340.jpg	35
train_341.jpg	11
train_342.jpg	27
train_343.jpg	32
train_344.jpg	21
train_345.jpg	46
train_346.jpg	32
train_347.jpg	8
train_348.jpg	18
train_349.jpg	18
train_350.jpg	24
train_351.jpg	10
train_352.jpg	33
train_353.jpg	6
train_354.jpg	46
train_355.jpg	54
train_356.jpg	21
train_357.jpg	32
train_358.jpg	51
train_359.jpg	6
train_360.jpg	53
train_361.jpg	12
train_362.jpg	29
train_363.jpg	30
train_364.jpg	35
train_365.jpg	3
train_366.jpg	22
train_367.jpg	34
train_368.jpg	48
train_369.jpg	13
train_370.jpg	28
train_371.jpg	13
train_372.jpg	38
train_373.jpg	36
train_374.jpg	29
train_375.jpg	39
train_376.jpg	49
train_377.jpg	17
train_378.jpg	24
train_379.jpg	33
train_380.jpg	2
train_381.jpg	43
